PRODUCT GROUP,PRODUCT SUBGROUP,BRAND,SKU,TITLE,URL,PRODUCT IMG URL,AVAILABLE,CURRENCY,PRICE REGULAR,PRICE OFFER,PRICE REGULAR USD,PRICE OFFER USD,PRICE OFFER ALLIES,PRICE OTHER SELLERS,DISCOUNT,DISCOUNT PCT,STORE,DT
Tecnologia,Tecnologia,HISENSE,73215088,Lavadora Secadora Electrica 15 kg | WD3S1543BT,https://www.falabella.com.co/falabella-co/product/73215088/Lavadora-Secadora-Hisense-Electrica-15-kg-WD3S1543BT,https://media.falabella.com.co/falabellaCO/73215088_1/public,"{'homeDeliveryShipping': '', 'pickUpFromStoreShipping': '', 'internationalShipping': '', 'primeShipping': ''}",COP,2899900,2199900,579,439,"[('cmrPrice', 2099900)]","[('cmrPrice', 2099900)]",-700000,NO,www.falabella.com,2025-05-02
Tecnologia,Tecnologia,LG,19857505,Lavadora Secadora Eléctrica 14kg WD14VVC4S6,https://www.falabella.com.co/falabella-co/product/19857505/Lavadora-Secadora-LG-Electrica-14kg-WD14VVC4S6,https://media.falabella.com.co/falabellaCO/19857505_1/public,"{'homeDeliveryShipping': '', 'pickUpFromStoreShipping': '', 'internationalShipping': '', 'primeShipping': ''}",COP,5899900,3244900,1179,648,"[('cmrPrice', 3049900)]","[('cmrPrice', 3049900)]",-2655000,NO,www.falabella.com,2025-05-02
Tecnologia,Tecnologia,HISENSE,72890159,Nevera Congelador Inferior 304 lt BCD-300W.,https://www.falabella.com.co/falabella-co/product/72890159/Nevera-Hisense-Congelador-Inferior-304-lt-BCD-300W.,https://media.falabella.com.co/falabellaCO/72890159_01/public,"{'homeDeliveryShipping': '', 'pickUpFromStoreShipping': '', 'internationalShipping': '', 'primeShipping': ''}",COP,3119900,2499900,623,499,"[('cmrPrice', 2399900)]","[('cmrPrice', 2399900)]",-620000,NO,www.falabella.com,2025-05-02
Tecnologia,Tecnologia,MABE,119789214,Aire Acondicionado Convencional 110 v 12000 BTUs Blanco - MMT12CABWCCC8,https://www.falabella.com.co/falabella-co/product/119789213/Aire-Acondicionado-Convencional-110-v-12000-BTUs-Blanco-MABE-MMT12CABWCCC8,https://www.falabella.com.co/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/falabellaCO/119789214_01/public,"{'homeDeliveryShipping': '', 'pickUpFromStoreShipping': '', 'internationalShipping': '', 'primeShipping': ''}",COP,1839900,1419900,367,283,"[('cmrPrice', 1249900)]","[('cmrPrice', 1249900)]",-420000,NO,www.falabella.com,2025-05-02
Tecnologia,Tecnologia,HACEB,122991103,Nevera No Frost 243 Litros Manija Integrada- Titanio.,https://www.falabella.com.co/falabella-co/product/122991102/Nevera-Haceb-No-Frost-243-Litros-Manija-Integrada-Titanio.,https://media.falabella.com.co/falabellaCO/122991103_01/public,"{'homeDeliveryShipping': '', 'pickUpFromStoreShipping': '', 'internationalShipping': '', 'primeShipping': ''}",COP,2109900,1612900,421,322,"[('cmrPrice', 1579900)]","[('cmrPrice', 1579900)]",-497000,NO,www.falabella.com,2025-05-02
Tecnologia,Tecnologia,NINJA,4207186,Licuadora Profesional BL610 3 Velocidades 1000 W,https://www.falabella.com.co/falabella-co/product/4207186/Licuadora-Ninja-Profesional-BL610-3-Velocidades-1000-W,https://media.falabella.com.co/falabellaCO/4207186_01/public,"{'homeDeliveryShipping': '', 'pickUpFromStoreShipping': '', 'internationalShipping': '', 'primeShipping': ''}",COP,599900,399900,119,79,[],[],-200000,NO,www.falabella.com,2025-05-02
Tecnologia,Tecnologia,SAMSUNG,20223979,Nevecón Side by Side 647 lt Gris RS23T5B00S9/CO,https://www.falabella.com.co/falabella-co/product/20223979/Nevecon-Samsung-Side-by-Side-647-lt-Gris-RS23T5B00S9-CO,https://media.falabella.com.co/falabellaCO/20223979_1/public,"{'homeDeliveryShipping': '', 'pickUpFromStoreShipping': '', 'internationalShipping': '', 'primeShipping': ''}",COP,5919900,3999900,1183,799,"[('cmrPrice', 3759900)]","[('cmrPrice', 3759900)]",-1920000,NO,www.falabella.com,2025-05-02
Tecnologia,Tecnologia,HACEB,125309654,Lavadora Semiautomática de 7 KG Blanca,https://www.falabella.com.co/falabella-co/product/125309650/Lavadora-Haceb-Semiautomatica-de-7-KG-Blanca,https://media.falabella.com.co/falabellaCO/125309654_01/public,"{'homeDeliveryShipping': '', 'pickUpFromStoreShipping': '', 'internationalShipping': '', 'primeShipping': ''}",COP,914900,654900,182,130,"[('cmrPrice', 599900)]","[('cmrPrice', 599900)]",-260000,NO,www.falabella.com,2025-05-02
Tecnologia,Tecnologia,SAMSUNG,10653827,Lavadora Secadora Eléctrica 22 kg WD22T6500GP/CO,https://www.falabella.com.co/falabella-co/product/10653827/Lavadora-Secadora-Samsung-Electrica-22-kg-WD22T6500GP-CO,https://media.falabella.com.co/falabellaCO/10653827_1/public,"{'homeDeliveryShipping': '', 'pickUpFromStoreShipping': '', 'internationalShipping': '', 'primeShipping': ''}",COP,7059900,4749900,1411,949,"[('cmrPrice', 4339900)]","[('cmrPrice', 4339900)]",-2310000,NO,www.falabella.com,2025-05-02
Tecnologia,Tecnologia,LG,42000459,Lavadora Secadora Eléctrica 22 kg WD22VV2S6BR,https://www.falabella.com.co/falabella-co/product/42000459/Lavadora-Secadora-LG-Electrica-22-kg-WD22VV2S6BR,https://media.falabella.com.co/falabellaCO/42000459_1/public,"{'homeDeliveryShipping': '', 'pickUpFromStoreShipping': '', 'internationalShipping': '', 'primeShipping': ''}",COP,7899900,4581900,1579,916,"[('cmrPrice', 4399900)]","[('cmrPrice', 4399900)]",-3318000,NO,www.falabella.com,2025-05-02
